zip_3,Median,Pop
907,66861.27268571428,29381.333333333332
908,56156.19230909091,42100.27272727273
910,83306.38686923077,21792.076923076922
911,84667.03904285714,23782.14285714286
912,63836.56808999999,20317.3
913,82127.15920789471,35482.39473684211
914,65031.811375000005,38141.875
915,63408.54042,21368.2
916,58924.485199999996,35485.833333333336
917,69411.63695217393,41764.34782608696
918,54054.41435,41528.5
919,65133.73489599999,21777.92
920,72022.64660697675,29142.837209302324
921,73459.06454722224,35312.72222222222
922,41872.621027083325,15788.083333333334
923,52158.643319999996,18657.9
924,36741.18835714286,33391.71428571428
925,59663.98526153845,34981.179487179485
926,94967.44993333335,30380.309523809523
927,67479.15151111111,53878.666666666664
928,78223.4538,37008.09090909091
930,73256.28916086956,29893.521739130436
931,73526.30377500001,23265.375
932,40742.93484590165,11690.88524590164
933,57011.69786363637,47290.63636363636
934,62438.78321470587,14215.14705882353
935,50983.70589761906,11878.285714285714
936,48272.35152586206,10103.48275862069
937,45152.61683529412,32854.117647058825
939,62085.76055416668,15197.416666666666
940,108609.23324687498,25302.75
941,76851.59369642856,28598.75
943,102935.48819999999,21284.0
944,97455.62182500001,32950.25
945,87807.46084024389,27664.231707317074
946,58507.16042666666,27298.533333333333
947,69512.32977000001,13820.7
948,58518.241319999994,33273.4
949,82377.77472777777,10350.0
950,83632.57668717948,20985.53846153846
951,84721.54854482759,33369.0
952,53166.19910243902,12104.170731707318
953,51226.360807246354,14601.376811594202
954,49720.07385538461,7729.476923076923
955,39788.25816086957,3530.891304347826
956,64549.007053571455,13766.238095238095
957,74621.43827826086,13375.04347826087
958,55775.42655862068,27675.103448275862
959,48049.74924848486,7744.772727272727
960,41357.38409459462,4031.8513513513512
961,49123.689906976746,2593.1627906976746
967,60384.42051805552,13058.027777777777
968,66588.47411875,24932.0
970,56333.26999166666,11106.05
971,52727.352492682934,6571.268292682927
972,55055.30226060606,23001.272727272728
973,46382.56949999998,8470.59677419355
974,41664.52536233767,6700.324675324675
975,41194.4442,10636.208333333334
976,40384.75810909091,3094.318181818182
977,41682.23884827586,5389.103448275862
978,42542.60994313725,2644.8039215686276
979,45619.10320714285,2005.9285714285713
980,83110.72752222224,24966.62962962963
981,61427.08655428572,24416.057142857142
982,58075.843248529396,12833.823529411764
983,58792.635547058824,10431.985294117647
984,50050.136522222216,14819.074074074075
985,48272.959384127,7548.476190476191
986,48555.51591923075,10848.076923076924
988,44168.304814285715,5176.0
989,45363.81602592593,10319.814814814816
990,56566.73369354838,4580.903225806452
991,42507.21061774193,1824.8225806451612
992,46602.26836428571,24489.714285714286
993,50315.91290857142,9761.771428571428
994,52296.32266666667,7207.666666666667
995,54651.81807818181,5801.018181818182
996,48525.824611111115,2272.6296296296296
997,48672.156487500004,2015.96875
998,55919.595507142854,3542.5
999,47010.321872727276,1945.7272727272727
